Prefix,Name,Price
R,"RECTIS 10 MG, Comprimé pelliculé",65
R,"RECTIS 10 MG, Comprimé pelliculé",115
R,"RECTIS 20 MG, Comprimé pelliculé",65
R,"RECTIS 20 MG, Comprimé pelliculé",110
R,"RECTIS 20 MG, Comprimé pelliculé",220
R,"RECTIS 5 MG, Comprimé pelliculé",490
R,"RECTIS 5 MG, Comprimé pelliculé",490
R,"REDLIP 20 MG, Comprimé pelliculé",97.6
R,"REDLIP 20 MG, Comprimé pelliculé (Retiré du marché)",250
R,"REDLIP 40 MG, Comprimé pelliculé",138
R,"REDLIP 40 MG, Comprimé pelliculé (Retiré du marché)",384
R,"REFACTO AF 1000 UI, Injectable",6377
R,"REFLUXAID, Sirop",65
R,"REGAXIDIL 5 %, Solution pour application cutanée",260
R,"REGOR 35 MG, Comprimé pelliculé",472
R,"REGOR 35 MG, Comprimé pelliculé",190
R,"RELAXIUM B6, Gélule",139
R,"RELAXIUM B6, Gélule",99
R,"RELAXIUM B6, Gélule",87
R,"RELAXIUM B6, Gélule",87
R,"RELAXOL 500 MG / 2 MG, Comprimé",53.1
R,"RELIEF, Comprimé",190
R,"RELPAX 40 MG, Comprimé",96.7
R,"RELPAX 40 MG, Comprimé",275
R,"RELVAR ELLIPTA 184 µg / 22 µg, Poudre pour inhalation",430
R,"RELVAR ELLIPTA 92 µg / 22 µg, Poudre pour inhalation",430
R,"REMERON 30 MG,  Comprimé enrobé [P]",170.1
R,"REMICADE 100 MG, Poudre pour solution à diluer pour perfusion",4576
R,"RÉMOX 20 MG, Comprimé dispersible",41.7
R,"RÉMOX 20 MG, Gélule",39.8
R,"RÉMOX 20 MG, Suppositoire",44.9
R,"REMSIMA 100 MG, Poudre pour solution à diluer pour perfusion",4267
R,"RENITEC 20 MG, Comprimé",66.4
R,"RENITEC 5 MG, Comprimé",51.8
R,"RENNIE 680 MG / 80 MG, Comprimé à croquer",14.4
R,"RENNIE 680 MG / 80 MG, Comprimé à croquer",25.7
R,"RENVELA 2.4 G, Poudre pour suspension buvable en sachet",2750
R,"RENVELA 800 MG, Comprimé pelliculé",1488
R,"RESINCAL 99.75 %, Poudre pour suspension buvable",319
R,"RESINSOD, Suspension buvable",319
R,"RESTORGEL, Gel",118
R,"RETACNYL 0.00025, Crème",79.6
R,"RETACNYL 0.0005, Crème",83.1
R,RETALZEM 180 mg Gélule (Retiré du marché),77.3
R,"RETROVIR 100 MG, Gélule (Retiré du marché)",556
R,"REVATIO 20 MG, Gélule",4167
R,"REVITAL GINSENG PLUS 20 MG, Capsule molle",123.25
R,"REVLIMID 10 MG, Gélule",17068
R,"REVLIMID 15 MG, Gélule",17955
R,"REVLIMID 25 MG, Gélule",19711
R,"REVLIMID 5 MG, Gélule",16287
R,"REVOCIR 5 %, Crème",25
R,"REVOCIR 5 %, Crème dermique (Retiré du marché)",40
R,"REVOLADE 25 MG, Comprimé pelliculé",4812
R,"REVOLADE 25 MG, Comprimé pelliculé (Retiré du marché)",2788
R,"REVOLADE 50 MG, Comprimé pelliculé",9227
R,"REVOLADE 50 MG, Comprimé pelliculé (Retiré du marché)",5149
R,"REXABAN 15 MG, Comprimé pelliculé",210
R,"REXABAN 15 MG, Comprimé pelliculé",350
R,"REXABAN 15 MG, Comprimé pelliculé",498
R,"REXABAN 20 MG, Comprimé pelliculé",210
R,"REXABAN 20 MG, Comprimé pelliculé",370
R,"REXABAN 20 MG, Comprimé pelliculé",649
R,"RHESONATIV 625 UI / ML, Solution injectable IM",577
R,"RHESONATIV 625 UI / ML, Solution injectable IM",3988
R,"RHEUMON 10 %, Crème (Retiré du marché)",47.8
R,"RHEUMON 5 %, Gel (Retiré du marché)",32.5
R,"RHINACARE,  Unidose",49
R,"RHINACARE,  Vaporisateur nasal",89
R,"RHINACARE, Unidose",89
R,"RHINATHIOL ENFANT ET NOURRISSON 2 %, Sirop",18.5
R,"RHINATHIOL EXPECTORANT 5% ADULTE, Sirop",30
R,"RHINATHIOL EXPECTORANT ADULTE 5 % , Sirop",39.2
R,"RHINOFEBRAL, Gélule",14.3
R,"RHUMAGRIP 500 MG / 30 MG, Comprimé",17
R,"RHUMIX, Sachet",22
R,RIACEN 1 % Crème (Retiré du marché),34.6
R,"RIACEN 1 %, Crème",69.6
R,"RIACEN 20 MG, Gélule",79.7
R,"RIACEN 20 MG, Suppositoire",50.7
R,"RIBOMUSTIN 100 MG, Poudre pour solution à diluer pour perfusion",6897
R,"RIBOMUSTIN 25 MG, Poudre pour solution à diluer pour perfusion",1924
R,"RILUTEK 50 MG, Comprimé pelliculé",2882
R,"RINGER LACTATE LAPROPHAN, Solution injectable",25.2
R,"RINGER LACTATE LAPROPHAN, Solution injectable",29.5
R,"RINO CLENIL 100 µg, Suspension nasale",135
R,"RINOMEX ENFANT, Sachet",19.5
R,"RINOMEX SANS SUCRE AROME ORANGE, Sachet",20
R,"RINOMEX, Sachet",21
R,"RINOMICINE, Sachet",22.7
R,"RISATE SUN 35 MG, Comprimé pelliculé",194
R,"RISONEL 50 µG, Suspension pour pulvérisation nasale",119.1
R,"RISORDAN 10 MG, Comprimé",27.5
R,"RISPERDAL 1 MG / ML, Solution buvable [P]",177.4
R,"RISPERDAL 1 MG, Comprimé pelliculé [P]",148.4
R,"RISPERDAL 2 MG, Comprimé pelliculé [P]",264
R,"RISPERDAL 4 MG, Comprimé pelliculé [P]",293
R,"RISPERDAL ORO 1 MG, Comprimé orodispersible [P] (Retiré du marché)",134
R,"RISPERDAL ORO 2 MG, Comprimé orodispersible [P] (Retiré du marché)",231
R,"RISPERDAL ORO 4 MG, Comprimé orodispersible [P] (Retiré du marché)",426
R,"RISPERIDONE GT 1 MG, Comprimé [P]",28.7
R,"RISPERIDONE GT 1 MG, Comprimé [P]",148.4
R,"RISPERIDONE GT 2 MG, Comprimé [P]",51.2
R,"RISPERIDONE GT 2 MG, Comprimé [P]",264
R,"RISPERIDONE GT 3 MG, Comprimé [P]",70.9
R,"RISPERIDONE GT 3 MG, Comprimé [P]",345
R,"RIVABIR 200 MG, Gélule",906
R,"RIVOTRIL 2 MG, Comprimé sécable [P] [TAB IV-CV]",20.5
R,"ROCEPHINE 1 G IM, Poudre lyophilisée (Retiré du marché)",119.2
R,"ROCEPHINE 1 G IV, Poudre lyophilisée (Retiré du marché)",114.3
R,"ROCEPHINE 2 G, perfusion (Retiré du marché)",471.25
R,"ROCEPHINE 250 MG IM, Poudre lyophilisée  (Retiré du marché)",58.8
R,"ROCEPHINE 250 MG IV, Poudre lyophilisée  (Retiré du marché)",58.8
R,"ROCEPHINE 500 MG (IV), Poudre lyophilisée  (Retiré du marché)",86.4
R,"ROCEPHINE 500 MG IM, Poudre lyophilisée  (Retiré du marché)",80.8
R,"ROCMALINE, Ampoule buvable",44
R,"ROCURONIUM SP 10 MG / ML, Solution injectable",369
R,"RODOGYL 0.75 MUI / 125 MG, Comprimé pelliculé",95
R,"ROFERON-A 3 MUI, Solution injectable  (Retiré du marché)",269
R,"ROFERON-A 9 MUI, Solution injectable  (Retiré du marché)",764
R,"ROMAC 150 MG, Comprimé pelliculé",71
R,"ROMAC 300 MG, Comprimé pelliculé",83.7
R,"ROMILAST 10 MG, Comprimé à croquer",78.4
R,"ROMILAST 10 MG, Comprimé pelliculé",210
R,"ROMILAST 4 MG, Comprimé pelliculé",75.5
R,"ROMILAST 4 MG, Comprimé pelliculé",196.4
R,"ROMILAST 5 MG, Comprimé à croquer",77.4
R,"ROMILAST 5 MG, Comprimé à croquer",207
R,"RONIC 1 MG / ML, Collyre",24
R,"ROPENEM RAMBAXY 1 G, Poudre pour solution injectable",113.6
R,"ROSAR 100 MG, Comprimé pelliculé",151
R,"ROSAR 50 MG, Comprimé pelliculé",80
R,"ROSAR 50 MG, Comprimé pelliculé",42
R,"ROSUVA PROMOPHARM 10 MG, Comprimé enrobé",157.1
R,"ROSUVA PROMOPHARM 20 MG, Comprimé enrobé",255
R,"ROSUVA PROMOPHARM 5 MG, Comprimé enrobé",114.1
R,"ROSUVAS SUN 10 MG, Comprimé pelliculé",63.1
R,"ROSUVAS SUN 10 MG, Comprimé pelliculé",157.8
R,"ROSUVAS SUN 20 MG, Comprimé pelliculé",99.4
R,"ROSUVAS SUN 20 MG, Comprimé pelliculé",255
R,"ROTARIX, Poudre et solvant pour suspension buvable 1 dose de poudre en flacon + 1 ML de solvant en applicateur pour administration orale [V]",252
R,"ROTATEQ, Solution orale [V]",233
R,"ROVAMYCINE 0.75 MUI, Comprimé pelliculé (Retiré du marché)",40.3
R,"ROVAMYCINE 1.5 MUI, Comprimé pelliculé",63.3
R,"ROVAMYCINE 3 MUI, Comprimé pelliculé",92.4
R,"ROVAMYCINE 3 MUI, Comprimé pelliculé",123.9
R,"ROXAM 20 MG, Gélule",48.9
R,"ROXAM 20 MG, Sachet",30
R,"ROXAM 20 MG, Solution injectable",22.5
R,"ROXAM 20 MG, Suppositoire",31.5
R,"ROXID 200 MG, Gélule",18.3
R,"ROXID 200 MG, Gélule",30.8
R,"ROXID 4.4 %, Suspension buvable (AMM suspendue)",22.6
R,"ROXOLID 300 MG, Comprimé pelliculé",83.7
R,"ROZAT 10 MG, Comprimé pelliculé",147.4
R,"ROZAT 20 MG, Comprimé pelliculé",244
R,"ROZEX 0.75 % , Gel",87.1
R,"RULID 150 MG, Comprimé ( Retiré du marché )",99.8
R,"RULID 300 MG, Comprimé enrobé ( Retiré du marché )",83.7
R,"RUPTON CHRONULE, Gélule LP",26
R,"RYTHMODAN 100 MG, Gélule",46.8
S,"S-CITAP 10 MG, Comprimé pelliculé [P]",271
S,"S-CITAP 10 MG, Comprimé pelliculé [P]",103.2
S,"S-CITAP 10 MG, Comprimé pelliculé [P]",154.3
S,"S-CITAP 20 MG, Comprimé pelliculé [P]",132
S,"S-CITAP 20 MG, Comprimé pelliculé [P]",193
S,"S-CITAP 5 MG, Comprimé pelliculé [P]",54.6
S,"S-CITAP 5 MG, Comprimé pelliculé [P]",80
S,"S-CORT 20 MG, Comprimé",34.7
S,"S-PERAM 10 MG, Comprimé pelliculé [P]",89
S,"S-PERAM 10 MG, Comprimé pelliculé [P]",131
S,"S-PERAM 20 MG, Comprimé pelliculé [P]",132
S,"S-PERAM 20 MG, Comprimé pelliculé [P]",193
S,"S-PERAM 5 MG, Comprimé pelliculé [P]",52.8
S,"SAFLU 125 µg / 25 µg, Suspension pour inhalation",140
S,"SAFLU 250 µg / 25 µg, Suspension pour inhalation",185
S,"SAFLU 50 µg / 25 µg, Suspension pour inhalation",115
S,"SALAZOPYRINE  500 MG, Comprimé enrobé gastro-resistant",141.7
S,"SALBUMOL 0.5 MG / ML, Solution injectable",25.6
S,"SALCROZINE FAES 500 MG, Comprimé  gastrorésistant",293
S,"SANCUSO, Dispositif transdermique",937
S,"SANDOSTATINE 100 µg / ML, Ampoule injectable",532
S,"SAPHIR 1 G / 125 MG, Sachet",88
S,"SAPHIR 1 G / 125 MG, Sachet",116
S,"SAPHIR 1 G / 125 MG, Sachet",167
S,"SAPHIR 100 MG / 12.5 MG, Sirop",38
S,"SAPHIR 100 MG / 12.5 MG, SIROP",63
S,"SAPHIR 500 MG / 62.5 MG, Sachet",59
S,"SARGENOR 1 G, Comprimé effervescent",58
S,"SARGENOR 1G / 5 ML, Ampoule buvable",47
S,"SAVARINE 200 MG / 100 MG, Comprimé pelliculé (Retiré du marché)",167.7
S,"SCANDICAINE 30 MG / ML, Solution injectable",354
S,"SCARMED SILICONE, Gel",195
S,"SCIPRALEX 10 MG, Comprimé pelliculé sécable [P]",132.3
S,"SCIPRALEX 20 MG, Comprimé pelliculé sécable [P]",192.1
S,"SEBIPROX 1.5 %, Solution (Retiré du marché)",135
S,"SEBIVO 600 MG, Comprimé pelliculé (Retiré du marché)",2031
S,"SECTRAL 200 MG, Comprimé pelliculé",37.8
S,"SECTRAL 400 MG, Comprimé pelliculé",104.6
S,"SEDALGIC 37.5 MG / 325 MG, Comprimé pelliculé [P]",30
S,"SEDATIF PC, Comprimé",45.5
S,"SEDERGINE 330 MG / 200 MG, Comprimé effervescent",16.4
S,"SEEBRI BREEZHALER 50 µg, Gélule avec inhalateur",489
S,"SEPCEN 250 MG, Comprimé",51.4
S,"SEPCEN 500 MG, Comprimé",74.8
S,"SEPCEN 750 MG, Comprimé",338
S,"SEPTANEST 40 MG / ML 1 / 100000, Solution injectable",498
S,"SEPTANEST 40 MG / ML 1 / 200000, Solution injectable",498
S,"SEPTIL , Poudre pour usage externe",14
S,"SEPTOGERM, Pommade dermique",46.5
S,"SERDEP 20 MG, Gélule [P]",89.7
S,"SERDEP 20 MG, Gélule [P]",163.2
S,"SERELYS PERIMENOPAUSE MENOPAUSE, Comprimé",320
S,"SERETIDE AÉROSOL 125 µg / 25 µg , Suspension pour inhalation",175
S,"SERETIDE AÉROSOL 250 µg / 25 µg, Suspension pour inhalation",218
S,"SERETIDE AÉROSOL 50 µg / 25 µg, Suspension pour inhalation",140
S,"SERETIDE DISKUS 100 µg / 50 µg, Poudre pour inhalation en récipient unidose",199
S,"SERETIDE DISKUS 250 µg / 50 µg, Poudre pour inhalation en récipient unidose",248
S,"SERETIDE DISKUS 500 µg / 50 µg, Poudre pour inhalation en récipient unidose",338
S,"SEROPLEX 10 MG, Comprimé pelliculé sécable [P]",240
S,"SEROQUEL 100 MG, Comprimé enrobé [P]",276
S,"SEROQUEL 200 MG, Comprimé enrobé [P]",552
S,"SEROQUEL 25 MG, Comprimé enrobé [P]",150.6
S,"SEROQUEL 300 MG, Comprimé enrobé [P]",870
S,"SERTAM 50 MG, Comprimé pelliculé [P]",201
S,"SERTAM 50 MG, Comprimé pelliculé [P]",71
S,"SERTAM 50 MG, Comprimé pelliculé [P]",110.6
S,"SERTRALINE GT 100 MG, Comprimé pelliculé [P]",178.7
S,"SERTRALINE GT 50 MG, Comprimé pelliculé [P]",110.6
S,"SEVIKAR 20 MG / 5MG, Comprimé pelliculé",210
S,"SEVIKAR 40 MG / 10 MG, Comprimé",283
S,"SEVIKAR 40 MG / 5 MG, Comprimé",253
S,"SEVORANE 1 ML / ML, Liquide pour inhalation par vapeur [P]",1543
S,"SEVREDOL 10 MG, Comprimé pelliculé sécable [P] [SS]",35
S,"SEVREDOL 20 MG, Comprimé pelliculés sécable [P] [SS]",58.5
S,"SICCAFLUID 2.5 MG / G, Gel ophtalmique",38.5
S,"SICCAPROTECT 30 MG / ML / 14 MG / ML, Collyre",22
S,"SIFROL 0.26 MG, Comprimé à libération prolongée",148.5
S,"SIFROL 0.52 MG, Comprimé libération prolongée",294
S,"SIFROL 1.05 MG, Comprimé libération prolongée",589
S,"SIFROL 2.1 MG, Comprimé libération prolongée",951
S,"SIL-ONCO-BCG 40 MG / ML, Pastille et poudre pour instillation intravesicale",925
S,"SIMCOR 20 MG, Comprimé",48
S,"SIMCOR 40 MG, Comprimé enrobé",78.7
S,"SIMDAX 2.25 MG / ML, Solution à diluer pour perfusion IV",7987
S,SIMILAC GOLD 1 AVEC HMO,75
S,SIMILAC GOLD 2 AVEC HMO,74
S,SIMILAC GOLD 3 AVEC HMO,72
S,"SIMPONI 50 MG, Seringue pré-remplie",9706
S,"SIMVACOL 40 MG, Comprimé pelliculé",73.4
S,"SIMVASTATINE WIN 20 MG, Comprimé pelliculé sécable",44.2
S,"SIMVASTATINE WIN 20 MG, Comprimé pelliculé sécable (Retiré du marché)",25.1
S,"SIMVASTATINE WIN 40 MG, Comprimé pelliculé sécable",72.5
S,"SINGULAIR 10 MG, Comprimé pelliculé",307
S,"SINGULAIR 4 MG, Sachet",251
S,"SINGULAIR 5 MG, Comprimé à croquer",303
S,"SINTROM 4 MG, Comprimé sécable",20
S,"SIPROZONE 20 MG, Comprimé",35
S,"SIRDALUD 4 MG, Comprimé pelliculé",86.7
S,"SKINOSALIC , Lotion",34.7
S,"SKINOSALIC, Pommade",26.5
S,"SKINOSONE, Crème",14.3
S,"SKINOSONE, Pommade",16.8
S,"SMECTA 3 G, Poudre pour suspension buvable en sachet",52.4
S,"SOCLAV 1 G / 125 MG, Poudre pour suspension buvable en sachet",163.7
S,"SOCLAV 1 G / 125 MG, Poudre pour suspension buvable en sachet",93
S,"SOCLAV 1G / 125 MG, Poudre pour suspension buvable en sachet",124
S,"SOCLAV ENFANT 100 MG / 12.5 MG, Poudre pour suspension buvable",63
S,"SOCLAV ENFANT 500 MG / 62.5 MG, Poudre pour suspension buvable en sachet",58.9
S,"SOCLAV ENFANT 500 MG / 62.5 MG, Poudre pour suspension buvable en sachet",77.9
S,"SOCLAV NOURRISSON 100 MG / 12.5 MG, Poudre pour suspension buvable",38
S,"SODRIX LP 1.5 MG, Comprimé pelliculé",30.1
S,"SODRIX LP 2.5 MG, Comprimé",36
S,"SOLFICAR 10 MG, Comprimé",180
S,"SOLFICAR 5 MG, Comprimé",108
S,"SOLIAN 100 MG, Solution buvable [P]",365
S,"SOLIAN 200 MG, Comprimé sécable [P]",339
S,"SOLIAN 400 MG, Comprimé pelliculé sécable [P]",528
S,"SOLIAN 50 MG, Comprimé [P]",85.1
S,"SOLUDIAL BICARBONATE 750 G, Poudre pour solution d'hémodialyse",101.4
S,SOLUGEL 4% Gel (Retiré du marché),88.4
S,SOLUGEL 8% Gel (Retiré du marché),89.6
S,"SOLUMEDROL 120 MG / 2 ML, Injectable",57.6
S,"SOLUMEDROL 20 MG / 2 ML, Injectable",16.4
S,"SOLUMEDROL 40 MG / 2 ML, Injectable",24.3
S,"SOLUMEDROL 500 MG, Injectable",1368
S,"SOLUPRED 20 MG, Comprimé effervescent",48.7
S,"SOLUPRED 5 MG, Comprimé effervescent",25.2
S,"SOMATULINE LP (I.M) 30 MG, Poudre et solvant pour suspension injectable (Retiré du marché)",6437
S,"SOMATULINE LP 120 MG, Solution injectable",12747
S,"SOPHOS 400 MG, Comprimé pelliculé",3000
S,"SOPHTAL, Collyre",18.5
S,"SORBHEPATIC, Comprimé effervescent",17
S,"SOTRET 10 MG, Capsule molle",49.4
S,"SOTRET 10 MG, Capsule molle",150
S,"SOTRET 20 MG, Capsule molle",106.2
S,"SOTRET 20 MG, Capsule molle",249
S,"SOUFRANE 2 %, Solution pour pulvérisation nasale",16.3
S,"SPASFON 40 MG / 0.04 µg, Solution injectable",33
S,"SPASFON 80 MG, Comprimé enrobé",27.5
S,"SPASFON LYOC 80 MG, Lyophilisat oral",19.5
S,"SPASFON, Suppositoire",22.6
S,"SPASMAG 1.2 G, Solution buvable",52.9
S,"SPASMAG, Gélule",46.9
S,"SPASMOMEN 40 MG, Comprimé",40.8
S,"SPASMOPAN 10 MG, Dragée",20
S,"SPASMOPAN 10 MG, Suppositoire",10.8
S,"SPASMOPAN 20 MG / 1 ML, Solution injectable",17.7
S,"SPASMOPLUS 500 MG / 50 MG / 40 MG, Suppositoire",23.9
S,"SPASMOPLUS ADULTES 220 MG / 25 MG / 20 MG, Dragée",33.2
S,"SPASMOPRIV 100 MG, Gélule",28.7
S,"SPASMOPRIV 200 MG, Comprimé sécable",44.9
S,"SPASMYL, Granulé pour suspension buvable",23
S,"SPECTRUM 0.3 %, Collyre",33
S,"SPECTRUM 0.3 %, Solution pour instillation auriculaire",33
S,"SPECTRUM 200 MG / 100 ML, Solution pour perfusion",159
S,"SPECTRUM 200 MG / 100 ML, Solution pour perfusion en poche",143
S,"SPECTRUM 200 MG / 100 ML, Solution pour perfusion IV en poche",2591
S,"SPECTRUM 250 MG, Comprimé pelliculé",80
S,"SPECTRUM 250 MG, Comprimé pelliculé",51.4
S,"SPECTRUM 500 MG, Comprimé pelliculé",74.8
S,"SPECTRUM 500 MG, Comprimé pelliculé",131.6
S,"SPECTRUM 750 MG, Comprimé pelliculé",140.2
S,"SPIBAC 1.5 MUI, Comprimé pelliculé",42
S,"SPIBAC 3 MUI, Comprimé pelliculé",85
S,"SPIOLTO RESPIMAT 2.5  µG / 2.4 µG/ dose , Sol à inhaler",683
S,"SPIRALIDE 1.5 MUI, Comprimé pelliculé",45.2
S,"SPIRALIDE 3 MUI, Comprimé pelliculé sécable",64.9
S,"SPIRALIDE 3 MUI, Comprimé pelliculé sécable",103.9
S,"SPIRAZOLE 0.75 MUI / 125 MG, Comprimé pelliculé",77
S,"SPIRIVA 18 µG, Gélule pour inhalation + inhalateur",522
S,"SSB 400 MG, Comprimé",3000
S,"STABLON 12.5 MG, Comprimé enrobé [P]",115.6
S,"STAGID 700 MG , Comprimé sécable",36.2
S,"STAGID 700 MG, Comprimé sécable",107.6
S,"STALEVO 100 / 25 / 200 MG, Comprimé pelliculé (Retiré du marché)",1089
S,"STALEVO 100 MG  / 25 MG / 200 MG, Comprimé pelliculé",339
S,"STALEVO 150 MG / 37.5 MG / 200 MG, Comprimé pelliculé",352
S,"STALEVO 150 MG / 37.5 MG / 200 MG, Comprimé pelliculé (Retiré du marché)",1113
S,"STALEVO 50 MG / 12,5 MG / 200 MG, Comprimé Pelliculé (Retiré du marché)",1080
S,"STALEVO 50 MG / 12.5 MG / 200 MG, Comprimé pelliculé",321
S,"STAMARIL ≥1000 UI, Poudre et solvant pour suspension injectable [V]",210
S,"STANORM 10 MG, Comprimé pelliculé",57.8
S,"STANORM 20 MG, Comprimé pelliculé",106.7
S,"STANORM 40 MG, Comprimé pelliculé",155.9
S,"STAPHYPEN 125 MG / 5 ML, Poudre pour sirop (Retiré du marché)",35.7
S,"STAPHYPEN 250 MG, Poudre pour sirop (Retiré du marché)",70.4
S,"STAPHYPEN 500 MG, Gélule (Retiré du marché)",68.3
S,"STAPHYPEN 500 MG, Gélule (Retiré du marché)",125.4
S,"STARMOX 1 G, Comprimé dispersible",55
S,"STARMOX 1 G, Comprimé dispersible",73
S,"STARMOX 125 MG / 5 ML, Poudre pour suspension buvable",15.3
S,"STARMOX 250 MG / 5 ML, Poudre pour suspension buvable",23
S,"STARMOX 500 MG / 5 ML, Poudre pour suspension buvable",32.5
S,"STARMOX 500 MG, Comprimé dispersible",46.1
S,"STARMOX 500 MG, Comprimé dispersible",34.6
S,"STARPEN 1000 000 UI, Comprimé",32.9
S,"STARPEN 250 000 UI / 5 ML, Granules pour suspension buvable",27.5
S,"STARPEN 400 000 UI / 5 ML, Sirop",39.5
S,"STARVAL 160 MG, Comprimé pelliculé",175.2
S,"STARVAL 160 MG, Comprimé pelliculé",87.6
S,"STARVAL 80 MG, Comprimé pelliculé",83.2
S,"STARVAL 80 MG, Comprimé pelliculé",131.5
S,"STATICOL 20 MG, Comprimé enrobé sécable",50
S,"STATICOL 20 MG, Comprimé enrobé sécable",91
S,"STATOR 20 MG, Comprimé",90
S,"STATOR 40 MG, Comprimé",171
S,"STAXOM 400 MG, Comprimé",139.5
S,"STAXOM 400, Comprimé",195.2
S,"STELARA 130 MG, Solution à diluer pour perfusion",26060
S,"STELARA 45 MG, Solution injectable",29754
S,"STELARA 90 MG, Solution à diluer pour perfusion",31822
S,"STERDEX, Capsule molle",26.4
S,"STERIDIOL 0.15 MG / 0.03 MG, Comprimé",24.1
S,"STÉRIMAR, Hygiène nez",75.5
S,"STÉRIMAR, Hygiène nez bébé",83.5
S,"STÉRIMAR, Nez fragilisé",85
S,"STEROFUNDIN ISO 500 ML, Solution pour perfusion sous flacon Ecoflac plus",252
S,"STEROGYL 15 H 600 000 UI, Solution huileuse buvable et injectable",13
S,"STEROGYL 2000 000 UI, Goutte buvable",20
S,"STILNOX 10 MG, Comprimé pelliculé sécable [P]* [TAB IV-CV]**",56.6
S,"STILNOX CR 12.50 MG, Comprimé pelliculé à libération contrôlée [P] [TAB IV-CV]",122
S,"STIMOL 1 G / 10 ML, Solution buvable en ampoule",46
S,"STIMOL 1000 MG, Sachet",82.8
S,"STIMUPHINE, sirop",85
S,"STIVARGA 40 MG, Comprimé pelliculé",28639
S,"STOCRIN 600 MG, Comprimé pelliculé (Retiré du marché)",705
S,"STODAL, Sirop",28
S,"STRATTERA 10 MG, Gélule",940
S,"STRATTERA 18 MG, Gélule",940
S,"STRATTERA 25 MG, Gélule",940
S,"STRATTERA 40 MG , Gélule",940
S,"STRATTERA 60 MG, Gélule",940
S,"STREPSILS COOL, Pastille",66
S,"STREPSILS MIEL ET CITRON, Pastille",66
S,"STREPSILS ORANGE VITAMINE C, Pastille",40.3
S,"STREPSILS SANS SUCRE, Pastille",40.3
S,"STREPTOCID 125 MG / 5ML, Poudre pour suspension buvable",15.3
S,"STREPTOCID 250 MG / 5 ML, Poudre pour suspension buvable",32
S,"STREPTOCID 250 MG / 5ML, Poudre pour suspension buvable",23.9
S,"STREPTOCID 500 MG / 5 ML , Poudre pour suspension buvable",47.1
S,"STREPTOCID 500 MG / 5 ML, Poudre pour suspension buvable",33.4
S,"STREPTOCID 500 MG, Gélule",34.6
S,"STRESAM 50 MG, Gélule [P]",63.2
S,"STRUCTUM 500 MG, Gélule",222
S,"SUFENTANIL MYLAN 50 µG / ML, Solution injectable [SS]",1084
S,"SULFAPRIM 200 MG / 40 MG par 5 ML, Suspension buvable",18.3
S,"SULFOBACTIN 250 MG, Comprimé",25.7
S,"SULFOBACTIN 500 MG, Comprimé",51.9
S,"SULIAT 160 MG / 10 MG, Comprimé pelliculé",105.2
S,"SULIAT 160 MG / 10 MG, Comprimé pelliculé",185.2
S,"SULIAT 160 MG / 10 MG, Comprimé pelliculé",306
S,"SULIAT 160 MG / 5MG, Comprimé pelliculé",306
S,"SULIAT 160 MG / 5MG, Comprimé pelliculé",105.2
S,"SULIAT 160 MG / 5MG, Comprimé pelliculé",185.2
S,"SULIAT 80 MG / 5 MG, Comprimé pelliculé",86.1
S,"SULIAT 80 MG / 5 MG, Comprimé pelliculé",151.6
S,"SULIAT 80 MG / 5 MG, Comprimé pelliculé",267
S,"SULIAT HCT 160 MG / 10 MG / 12.5 MG, Comprimé pelliculé",105.2
S,"SULIAT HCT 160 MG / 10 MG / 12.5 MG, Comprimé pelliculé",185.2
S,"SULIAT HCT 160 MG / 10 MG / 12.5 MG, Comprimé pelliculé",306
S,"SULIAT HCT 160 MG / 10 MG / 25 MG, Comprimé pelliculé",105.2
S,"SULIAT HCT 160 MG / 10 MG / 25 MG, Comprimé pelliculé",185.2
S,"SULIAT HCT 160 MG / 10 MG / 25 MG, Comprimé pelliculé",306
S,"SULIAT HCT 160 MG / 5 MG / 12.5 MG, Comprimé pelliculé",103.4
S,"SULIAT HCT 160 MG / 5 MG / 12.5 MG, Comprimé pelliculé",182.1
S,"SULIAT HCT 160 MG / 5 MG / 12.5 MG, Comprimé pelliculé",306
S,"SULIAT HCT 160 MG / 5 MG / 25 MG, Comprimé pelliculé",105.2
S,"SULIAT HCT 160 MG / 5 MG / 25 MG, Comprimé pelliculé",185.2
S,"SULIAT HCT 160 MG/ 5 MG / 25 MG, Comprimé pelliculé",306
S,"SULPIAN 200 MG, Gélule [P]",86.7
S,"SULPIDAL 50 MG, Gélule [P]",28.2
S,"SULRID 50 MG, Comprimé [P]",26
S,"SUPERDIET DIGIAFLORE BIO, Ampoule buvable",278
S,"SUPLEMAT, Comprimé",87
S,"SUPRABIOTIQUE, Géllule",52
S,"SUPRADYN BOOST, Comprimé effervescent",89
S,"SUPRADYN BOOST, Comprimé effervescent",59
S,"SUPRADYN ENERGY, Comprimé effervescent",49
S,"SUPRADYN ENERGY, Comprimé effervescent",79
S,"SUPRALER 5 MG, Comprimé enrobé",22.4
S,"SUPRALER 5 MG, Comprimé enrobé",40.1
S,"SUPRALER 5 MG, Comprimé enrobé",70.5
S,"SUPRALOX, Suspension buvable",47
S,"SUPRIMASE 150 MG, Gélule",22.4
S,"SUPRIMASE 150 MG, Gélule",73.8
S,"SUPRIMASE 50 MG, Géllule",78.3
S,"SUPRIMASE DUO 150 MG, Gélule",39.5
S,"SURGAM 100 MG, Comprimé sécable",34
